ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country
8-14,39.99,,530.0,,Attack the Sons of Garmadon underground dojo in Spinjitzu style!,70640.0,"Crash into the S.O.G. Headquarters with the Lloyd Spinjitzu spinner and claim the Oni Mask of Hatred, with this action-packed LEGO® NINJAGO® set. The dojo features spinning weapons, movable sides and an Oni Bike to attack the spinner. Unleash the spinner to knock over rivals or the ATM and to smash through the dojo entrance to release the Oni Mask of Hatred element. This building toy also has 5 minifigures, including Zane as his undercover persona, Snake Jaguar.
Includes 5 minifigures: Lloyd, Snake Jaguar, Ultra Violet, Nails and Skip Vicious.
S.O.G. Headquarters features movable sides for action play, an explode-function entrance with the Oni Mask of Hatred element and a ramp, spinning blade, spinning wheel with an attachment point for a minifigure, spinning hammers, ATM, ‘Sons of Garmadon' sign element, and a bike workshop with an Oni Bike.
Spinjitzu spinner features a buildable LEGO® brick handle, spinner element with minifigure capsule and a rip cord.
Place a minifigure in the capsule, attach the spinner and pull the rip cord to spin or roll.
Grab the handles on each side of the dojo to attack the spinner.
Use the spinner to smash through the dojo entrance and release the Oni Mask of Hatred element.
Attach the Oni Mask of Hatred transformation element to the Ultra Violet minifigure to make her even more evil!
Weapons include Lloyd's shurikens, Snake Jaguar's 2 katanas, Ultra Violet's 2 sai, Nails' katana and Skip Vicious' katana and crowbar.
Snake Jaguar minifigure is new for January 2018.
Recreate and role-play epic scenes from the NINJAGO® Masters of Spinjitzu TV show.
This building toy is suitable for ages 8-14.
S.O.G. Headquarters measures over 5” (13cm) high, 12” (32cm) wide and 8” (21cm) deep, and 27” (71cm) wide when opened out fully.
Oni Bike measures over 1” (4cm) high, 4” (12cm) long and 1” (3cm) wide.
Spinjitzu spinner (without rip cord) measures over 5” (14cm) high, 3” (8cm) wide and 1” (3cm) deep.
As seen in the LEGO® Ride Ninja TV commercial.",,S.O.G. Headquarters,,NINJAGO®,,US
9-14,39.99,4.0,552.0,4.3,Shoot on the go with Lloyd’s Ninja Nightcrawler!,70641.0,"Chase down Ultra Violet’s Stone Booster Bike in Lloyd’s Ninja Nightcrawler and battle for the Oni Mask of Hatred, with this all-action LEGO® NINJAGO® set. The Ninja Nightcrawler features an opening minifigure cockpit, speed and attack modes and 2 foldout, shoot-on-the-go, 6-stud rapid shooters. This fun toy also includes 3 minifigures with weapons to intensify the role-play conflict.
Includes 3 minifigures: Lloyd, Nya and Ultra Violet.
Ninja Nightcrawler features an opening minifigure cockpit with weapon holders for 2 swords, speed and attack mode configurations, 2 foldout, shoot-on-the-go, 6-stud rapid shooters and gold-colored blades.
Press down for attack mode and drive to activate the new-for-January-2018 shoot-on-the-go rapid shooter function.
Also includes the Stone Booster Bike with a minifigure seat.
Attach the Oni Mask of Hatred transformation element to the Ultra Violet minifigure to make her even more evil!
Weapons include Lloyd’s 2 katanas, Nya’s spear and 2 katanas, and Ultra Violet’s mace.
Recreate and role-play epic scenes from the NINJAGO® Masters of Spinjitzu TV show.
This fun toy is suitable for ages 9-14.
Ninja Nightcrawler measures over 3” (8cm) high, 9” (25cm) long and 5” (13cm) wide.
Stone Booster Bike measures over 1” (4cm) high, 2” (7cm) long and 1” (3cm) wide.
As seen in the LEGO® Ride Ninja TV commercial.",Challenging,Ninja Nightcrawler,4.8,NINJAGO®,4.3,US
7-14,29.99,3.0,308.0,5.0,Stage a high-speed bike showdown!,70639.0,"Match Zane’s bike against Mr. E’s Oni Bike and battle for the Oni Mask of Vengeance, with this exciting LEGO® NINJAGO® Street Race of Snake Jaguar set. Zane’s bike features 2 foldout gold-colored blades, 2 hidden stud shooters on a foldout detachable drone for ground-level or aerial attacks, while the Oni Bike is armed with chopping blades and 2 stud shooters. This cool toy for kids also includes a podium with Oni Mask of Vengeance and Demon Torso elements for the Mr. E minifigure to wear, plus 2 minifigures with weapons to intensify the role-play conflict.
Includes 2 minifigures: Zane and Mr. E.
Zane’s bike features a minifigure seat, 2 stud shooters on a foldout, detachable drone, 2 foldout gold-colored blades, a flag element and translucent, ice-blue elements.
Oni Bike features a minifigure seat, 2 chopping blades with spikes, 2 stud shooters, front wheel with spikes, 2 detachable swords and a ‘Sons of Garmadon' flag element.
Push the Oni Bike along to make the blades chop.
Also includes a podium with the Oni Mask of Vengeance and Demon Torso transformation elements for Mr. E, plus 2 katanas.
Attach the Demon Torso (with 2 extra arms) and Oni Mask of Vengeance to Mr. E to make him even more evil!
Includes Zane’s bow-and-arrow weapon.
Recreate and role-play epic scenes from the NINJAGO® Masters of Spinjitzu TV show.
This cool toy for kids is suitable for ages 7-14.
Zane's bike measures over 3” (9cm) high, 6” (17cm) long and 2” (6cm) wide.
Detachable drone measures over 4” (11cm) long and 3” (9cm) wide, and under 1” (2cm) high.
Oni Bike measures over 3” (9cm) high, 7” (18cm) long and 2” (7cm) wide.
Podium (including mask and torso) measures over 1” (5cm) high, 1” (4cm) wide and 1” (3cm) deep.
As seen in the LEGO® Ride Ninja TV commercial.",Average,Street Race of Snake Jaguar,4.7,NINJAGO®,4.3,US
8-14,29.99,21.0,494.0,4.6,Smash the shark army out of the water with the Water Strider!,70611.0,"Launch into battle against the shark army and pretend to walk on water and climb walls with this awesome THE LEGO® NINJAGO® MOVIE™ mech. The Water Strider features a 360-degree rotating minifigure cockpit, 6-stud rapid shooter and 4 posable legs and feet to create powerful battle poses. The set also includes 4 minifigures with assorted weapons to add to the ninja vs. shark army role-play battle options.
Build a mech with 360-degree rotating minifigure cockpit, 6-stud rapid shooter and 4 posable legs!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 4 minifigures: Nya, Kai, Puffer and Shark Army Thug
LEGO Ninjago building toys are compatible with all LEGO construction sets for creative building
Measures over 7” high, 11” long and 11” wide
494 pieces – For boys and girls between the ages of 8 and 14",Average,Water Strider,4.5,THE LEGO® NINJAGO® MOVIE™,4.8,US
7-14,29.99,10.0,312.0,3.5,Battle against evil Jungle Garmadon on the jungle bridge!,70608.0,"Team up with Wu and Kai to take on Jungle Garmadon in this awesome THE LEGO® NINJAGO® MOVIE™ Master Falls set. The jungle bridge features an opening cage and a hidden cave with a skeleton inside holding a secret map. Also includes 3 minifigures with assorted weapons—including Wu’s staff and 4-armed Jungle Garmadon’s 4 swords—to bolster the role-play action.
Build your own Master Falls, complete with jungle bridge, opening cage, hidden cave with skeleton, tropical leaf elements and accessories!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 3 minifigures: Master Wu, Kai and Jungle Garmadon with four arms and jungle outfit decoration
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Jungle bridge measures over 6” high, 8” wide and 5” deep
312 pieces – For girls and boys between the ages of 7 and 14 years old",Easy,Master Falls,4.0,THE LEGO® NINJAGO® MOVIE™,3.6,US
7-14,29.99,6.0,341.0,4.4,Protect NINJAGO® City from flying Manta Ray Bomber attack!,70609.0,"Help Cole save Shen-Li in this cool THE LEGO® NINJAGO® MOVIE™ set, featuring the Manta Ray Bomber with 2 spring-loaded shooters, 2 bomb elements and a detachable boat. Includes 4 minifigures with assorted weapons and accessories to ramp up the role-play action possibilities.
Build the Manta Ray Bomber, featuring 2 spring-loaded shooters, two bomb elements and detachable boat able to sit two minifgures!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 4 minifigures: Cole, Shen-Li, Great White and Shark Army Gunner
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Manta Ray Bomber measures over 4” high, 9” long and 12” wide. Detachable boat measures over 1” high, 3” long and 3” wide
341 pieces – For boys and girls between the ages of 7 and 14",Easy,Manta Ray Bomber,4.3,THE LEGO® NINJAGO® MOVIE™,4.2,US
8-14,29.99,7.0,341.0,4.2,Take on the tentacular Flying Jelly Sub with Jay!,70610.0,"Join ninja Jay in battle against the shark army and protect Takuma’s boat from Flying Jelly Sub attacks, in this action-packed THE LEGO® NINJAGO® MOVIE™ set. The sub features an opening minifigure cockpit, rotating legs, 2 flick missiles and swinging ‘toxic’ tentacles. Also includes a boat, plus 4 minifigures with assorted weapons to add to the battle role-play options.
Includes 4 minifigures: Jay, Takuma, Jelly and Hammer Head.
Flying Jelly Sub features an opening minifigure cockpit with bubble windshield and detailed dashboard, rotating legs, 2 flick missiles, 2 spinning rotors, 2 canisters, swinging translucent-orange ‘toxic' tentacles and translucent-red eye elements.
The boat features a flag, paddle and 3 buckets.
Weapons include Jay's spiked flail, Jelly's fish spear and Hammer Head's fish blade.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
Flying Jelly Sub measures over 8” (21cm) high, 5” (14cm) long and 5” (14cm) wide.
Boat measures over 3” (8cm) high, 6” (16cm) long and 1” (4cm) wide.",Average,Flying Jelly Sub,4.6,THE LEGO® NINJAGO® MOVIE™,4.6,US
7-14,19.99,3.0,257.0,5.0,Pursue Luke Cunningham with Kai’s Katana V11!,70638.0,"Play out a high-speed chase on water and land with this action-packed LEGO® NINJAGO® set, featuring Kai’s Katana V11 boat, with speed and attack modes, foldout boosters and spring-loaded shooters. This cool toy for kids also includes Luke Cunningham's street bike, plus 2 minifigures with weapons to boost the role-play battle action.
Includes 2 minifigures: Kai and Luke Cunningham.
Katana V11 features speed and attack modes, an opening minifigure cockpit, foldout boosters, 2 hidden spring-loaded shooters, opening storage compartment, gold-colored ninja blades, and translucent flame-style exhaust elements.
Fold out the boosters for attack mode and unleash the hidden spring-loaded shooters.
Street bike features a minifigure seat and a translucent flame-style exhaust element.
Weapons include Kai's 2 katanas and Luke Cunningham’s katana.
Recreate and role-play epic scenes from the NINJAGO® Masters of Spinjitzu TV show.
This cool toy for kids is suitable for ages 7-14.
Katana V11 measures over 1” (5cm) high, 7” (20cm) long and 3” (8cm) wide in speed mode, and over 5” (13cm) wide in attack mode.
Street bike measures over 1” (5cm) high, 2” (6cm) long and under 1” (2cm) wide.
As seen in the LEGO® Ride Ninja TV commercial.",Average,Katana V11,5.0,NINJAGO®,5.0,US
7-14,19.99,8.0,217.0,4.1,Stop a Piranha Attack with Kai and Misako!,70629.0,"Play out an action-packed Piranha Mech pursuit of a rickshaw through NINJAGO® City with THE LEGO® NINJAGO MOVIE™ Piranha Attack set. The Piranha Mech features opening jaws with a minifigure cockpit inside, plus 2 flick missiles. This fun toy also includes 4 minifigures with assorted weapons to dial up the chase action.
Includes 4 minifigures: Kai, Misako (in Iron Dragon costume), Shark Army Thug and Ray.
Piranha Mech features opening jaws with a minifigure cockpit inside, 2 flick missiles, adjustable fins and a periscope.
Rickshaw features a minifigure seat, large wheels and 2 lanterns.
Weapons include Kai's 2 katanas and Misako's bow and arrow.
Also includes Misako's quiver element.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
This fun toy is suitable for ages 7-14.
Piranha Mech measures over 6” (17cm) high, 4” (11cm) long and 3” (9cm) wide.
Rickshaw measures over 3” (10cm) high, 4” (11cm) long and 2” (7cm) wide.",Easy,Piranha Attack,3.6,THE LEGO® NINJAGO® MOVIE™,4.1,US
7-14,19.99,18.0,233.0,4.6,Stop a crime in the NINJAGO® City street market!,70607.0,"Team up with Lloyd Garmadon, Nya and Officer Toque to prevent Shark Army Thug robbing a street food stall vendor in NINJAGO® City Chase. This exciting THE LEGO® NINJAGO MOVIE™ set features a 3-wheel police tuc-tuc vehicle, street food stall with assorted food elements, plus 2 lampposts with a connecting chain of festive NINJAGO lanterns. The set also includes 5 minifigures with various weapons and accessories to add to the fun role-play possibilities.
Includes 5 minifigures: Lloyd Garmadon and Nya (each with new-for-August-2017 high school outfit decoration), Officer Toque, Shark Army Thug and Ham.
Police tuc-tuc vehicle features a driver seat and rear passenger seat for minifigures, 3 wheels and translucent-blue and red police light-style elements.
Street food stall features a stall sign, red awning, fish and cherries for-sale signs, 2 crates and a half-barrel containing assorted elements including 3 cherries, 3 apples and 2 fish.
Also includes 2 lampposts with translucent decorative elements and translucent-red light-style elements, plus a connecting chain of festive NINJAGO® lanterns with translucent-red light-style elements.
Weapons include Shark Army Thug’s fish hammer with a fish handle.
Accessory elements include Lloyd Garmadon's soda, Nya's mobile phone, Officer Toque's handcuffs and Ham's money.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
Police tuc-tuc measures over 2” (7cm) high, 2” (7cm) long and 1” (3cm) wide.
Street food stall measures over 4” (11cm) high, 3” (9cm) wide and 1” (3cm) deep.
Lampposts with lantern chain measure over 5” (14cm) high, 7” (19cm) wide and 1” (3cm) deep.",Easy,NINJAGO® City Chase,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,US
